"","yr","loc","lat","long","cpueN"
"1",2013,"St. Matthew Single",59.66573,-171.2584,68.4956761298033
"2",2013,"St. Matthew MTCA",60.00278,-171.96749,71.7952607118434
"3",2013,"St. Matthew MTCA",60.33519,-172.06416,621.399002662415
"4",2013,"St. Matthew Single",60.66075,-172.74584,568.291656267551
"5",2012,"St. Matthew Single",60.66328,-174.83175,131.979841353182
"6",2012,"St. Matthew Single",59.64946,-175.11082,133.417000527312
"7",2012,"St. Matthew Single",59.32384,-175.10441,278.692936223965
"8",2012,"St. Matthew Single",59.00085,-175.02598,607.262065278584
"9",2012,"St. Matthew Single",60.32943,-175.38922,66.1714663596885
"10",2012,"St. Matthew Single",59.00231,-174.36974,111.797152543702
"11",2012,"St. Matthew Single",59.00176,-173.72809,71.4592571094413
"12",2012,"St. Matthew Single",58.99813,-173.0896,67.8587506738032
"13",2012,"St. Matthew MTCA",59.33267,-173.79605,246.406910971389
"14",2012,"St. Matthew Single",59.33313,-174.44357,68.8970656113715
"15",2012,"St. Matthew MTCA",59.66675,-174.46034,211.086767579018
"16",2012,"St. Matthew MTCA",59.83193,-174.24326,855.919082007883
"17",2012,"St. Matthew MTCA",59.99915,-173.96742,212.500943751918
"18",1987,"St. Matthew MTCA",59.49233,-173.451,429.324564094722
"19",1987,"St. Matthew MTCA",59.66708,-173.23192,232.969286992068
"20",1987,"St. Matthew MTCA",59.81659,-173.54017,799.607495708733
"21",1987,"St. Matthew Single",60.668,-174.1035,155.786407281498
"22",1978,"St. Matthew Single",60.35167,-172.05167,835.602952088566
"23",1978,"St. Matthew Single",60.68167,-172.77417,2785.00899928259
"24",1978,"St. Matthew Single",60.67084,-173.46167,8312.40095044047
"25",1978,"St. Matthew Single",60.97917,-174.21084,116.848132533073
"26",1978,"St. Matthew Single",60.33417,-174.0225,159.914920795476
"27",1978,"St. Matthew Single",60.00167,-173.26583,3646.26742729556
"28",1978,"St. Matthew Single",60.0025,-172.59334,1772.27845408892
"29",1978,"St. Matthew Single",59.005,-173.11417,337.576848397889
"30",1993,"St. Matthew MTCA",60.33534,-172.06425,1190.18675533941
"31",1993,"St. Matthew MTCA",60.15392,-172.33542,1014.64441938002
"32",1993,"St. Matthew MTCA",60.00009,-171.97042,353.963260606008
"33",1993,"St. Matthew MTCA",59.83259,-172.256,216.02047624541
"34",1993,"St. Matthew MTCA",59.3355,-173.16342,237.46292188042
"35",1993,"St. Matthew MTCA",59.50017,-173.49084,339.650379589453
"36",1993,"St. Matthew MTCA",59.66192,-173.2365,1127.94887893199
"37",1993,"St. Matthew MTCA",59.8325,-173.56692,2036.76251116226
"38",1993,"St. Matthew MTCA",60.00084,-173.3005,219.077919847315
"39",1993,"St. Matthew MTCA",60.127,-173.75209,1693.20899918601
"40",1993,"St. Matthew Single",60.67217,-173.47334,379.777131602795
"41",1993,"St. Matthew Single",60.67434,-172.78292,1378.49118262881
"42",1993,"St. Matthew MTCA",60.338,-174.76292,737.546712722977
"43",1993,"St. Matthew MTCA",60.008,-174.61467,183.01313117405
"44",1993,"St. Matthew MTCA",59.66517,-174.4615,124.549955199697
"45",1993,"St. Matthew Single",59.32758,-174.45409,66.8988491373556
"46",2003,"St. Matthew MTCA",60.16113,-172.32401,844.926372403088
"47",2003,"St. Matthew MTCA",60.33271,-172.06461,69.6259539382439
"48",2003,"St. Matthew MTCA",60.32431,-173.42165,360.25018397927
"49",2003,"St. Matthew MTCA",60.12143,-173.77205,260.653582093906
"50",2003,"St. Matthew MTCA",60.00104,-173.3081,517.068212820111
"51",2003,"St. Matthew MTCA",59.83625,-173.58455,62.4249650077751
"52",2003,"St. Matthew MTCA",59.67517,-173.25511,125.365942473705
"53",2003,"St. Matthew MTCA",60.33656,-174.06525,57.6800533306912
"54",2012,"St. Matthew MTCA",59.99615,-174.59635,262.963908172597
"55",2012,"St. Matthew MTCA",60.1732,-174.35478,197.311653867257
"56",2012,"St. Matthew MTCA",60.3322,-174.07263,539.000867968469
"57",2012,"St. Matthew MTCA",60.12626,-173.76089,69.6807685380659
"58",2012,"St. Matthew MTCA",60.29105,-173.37638,1327.05431597699
"59",2012,"St. Matthew Single",60.66565,-173.4666,72.2161980891484
"60",2012,"St. Matthew Single",61.00191,-172.8191,66.0189467606814
"61",2012,"St. Matthew Single",60.67418,-172.78001,4783.16390084519
"62",2012,"St. Matthew MTCA",60.33642,-172.0577,528.999431742766
"63",2012,"St. Matthew MTCA",60.00045,-171.96607,74.7861067350202
"64",2012,"St. Matthew MTCA",59.66885,-171.92225,73.1389948538394
"65",2012,"St. Matthew MTCA",59.66505,-172.56766,75.493053768323
"66",2012,"St. Matthew MTCA",59.33441,-172.51705,148.948041094839
"67",2012,"St. Matthew MTCA",59.50729,-172.9128,1008.30893194818
"68",2012,"St. Matthew MTCA",60.0051,-173.25834,82.3443016597768
"69",2012,"St. Matthew MTCA",59.83124,-173.56909,352.042575893956
"70",2012,"St. Matthew MTCA",59.66621,-173.86171,736.688940555211
"71",2012,"St. Matthew MTCA",59.49998,-173.50504,676.396517433094
"72",2012,"St. Matthew MTCA",59.67461,-173.25936,419.452372512531
"73",2012,"St. Matthew MTCA",60.1547,-172.9732,911.884014484266
"74",2012,"St. Matthew MTCA",59.82405,-172.88923,79.0954181548718
"75",1978,"St. Matthew Single",59.33417,-173.77,159.914920795476
"76",1978,"St. Matthew Single",59.33083,-173.115,303.855618941297
"77",1978,"St. Matthew Single",59.66667,-173.27,239.872381193215
"78",1978,"St. Matthew Single",59.66584,-173.89084,217.022987381134
"79",1978,"St. Matthew Single",59.68417,-174.41417,715.045243048642
"80",1978,"St. Matthew Single",60.00167,-174.57084,253.182636298417
"81",1978,"St. Matthew Single",59.99334,-173.92667,569.767741761
"82",1979,"St. Matthew Single",60.66167,-174.11667,101.285206313766
"83",1979,"St. Matthew Single",60.34084,-174.04417,101.285206313766
"84",1979,"St. Matthew Single",60.3275,-173.385,8646.76180744743
"85",1979,"St. Matthew Single",60.65083,-173.4125,1608.85179685944
"86",1979,"St. Matthew Single",60.66167,-172.79417,202.570412627531
"87",1979,"St. Matthew Single",60.33917,-172.03167,4937.987095262
"88",1979,"St. Matthew Single",60.00417,-171.97917,607.711237882593
"89",1979,"St. Matthew Single",59.99333,-172.61917,4157.78794068239
"90",1979,"St. Matthew Single",59.9975,-173.25584,1139.15102485684
"91",1993,"St. Matthew MTCA",59.498,-172.88609,253.458037500441
"92",1993,"St. Matthew MTCA",59.82942,-172.91142,941.068583572592
"93",1993,"St. Matthew MTCA",60.00583,-172.62409,1161.8207545855
"94",1993,"St. Matthew MTCA",60.16659,-173.02667,8116.021507978
"95",1993,"St. Matthew MTCA",60.32784,-173.42275,5141.00152701345
"96",1993,"St. Matthew Single",60.66742,-174.13059,126.290751365294
"97",1993,"St. Matthew MTCA",60.3335,-174.10025,696.186898993692
"98",1993,"St. Matthew MTCA",60.15167,-174.34875,549.008854459717
"99",1993,"St. Matthew MTCA",59.99175,-173.94309,1590.60334131119
"100",1993,"St. Matthew MTCA",59.83542,-174.22725,1184.38257646083
"101",1993,"St. Matthew MTCA",59.66925,-173.89117,1482.86354418745
"102",1993,"St. Matthew MTCA",59.33267,-173.79775,1123.19060399291
"103",1993,"St. Matthew Single",59.66084,-175.10859,68.630720676198
"104",1994,"St. Matthew MTCA",59.99942,-171.97134,76.2610663968377
"105",1994,"St. Matthew MTCA",59.8275,-172.25984,76.2610663968377
"106",1994,"St. Matthew MTCA",59.34017,-173.155,355.606758342397
"107",1994,"St. Matthew MTCA",59.67067,-173.23942,615.877023003162
"108",1994,"St. Matthew MTCA",59.84208,-173.59092,1981.96190555209
"109",1994,"St. Matthew MTCA",59.99133,-173.305,1100.41592242852
"110",2003,"St. Matthew MTCA",60.18176,-173.04496,3968.40574124312
"111",2003,"St. Matthew MTCA",59.99981,-172.6445,269.208864461883
"112",2003,"St. Matthew MTCA",59.83509,-172.92525,193.959911488783
"113",2003,"St. Matthew MTCA",59.50097,-172.8834,186.128430870195
"114",2003,"St. Matthew MTCA",59.33531,-173.80345,63.6228777516964
"115",2003,"St. Matthew MTCA",60.00803,-173.96135,63.1587533304924
"116",2003,"St. Matthew MTCA",60.17017,-174.361,65.2623638589407
"117",2004,"St. Matthew MTCA",60.16645,-172.31456,428.74560071124
"118",2004,"St. Matthew MTCA",60.17731,-173.02265,2011.41739335005
"119",2004,"St. Matthew MTCA",59.82276,-172.90225,70.4230076408478
"120",2004,"St. Matthew MTCA",59.66164,-173.2383,72.3869580644541
"121",2004,"St. Matthew MTCA",59.8417,-174.2492,220.429714710478
"122",2004,"St. Matthew MTCA",60.18214,-174.35076,136.880324886851
"123",2004,"St. Matthew MTCA",60.33464,-174.06246,68.0439544363385
"124",2012,"St. Matthew MTCA",59.83696,-172.2527,78.1416439018017
"125",2012,"St. Matthew MTCA",59.98923,-172.58551,167.405483794511
"126",2012,"St. Matthew MTCA",60.17367,-172.32455,1227.11283136117
"127",2011,"St. Matthew Single",60.66428,-174.81323,73.4737116505432
"128",2011,"St. Matthew Single",60.66931,-172.74899,12654.7533098135
"129",2011,"St. Matthew Single",60.67305,-173.46653,234.986993501312
"130",2011,"St. Matthew Single",60.6755,-174.12588,151.089195063536
"131",2011,"St. Matthew MTCA",60.336,-174.0685,282.265546875464
"132",2011,"St. Matthew MTCA",59.99787,-174.59017,708.460681556645
"133",2011,"St. Matthew MTCA",59.66256,-174.44754,146.645685140858
"134",2011,"St. Matthew Single",59.33851,-174.43978,76.7731884242986
"135",2011,"St. Matthew Single",59.00718,-173.08456,1067.22325481469
"136",2011,"St. Matthew Single",59.01338,-173.7274,71.548230975173
"137",2011,"St. Matthew MTCA",59.33986,-173.15702,63.6777179241014
"138",1979,"St. Matthew Single",59.67084,-172.5125,108.511493690567
"139",1980,"St. Matthew Single",59.66717,-172.59425,94.9612902935001
"140",1980,"St. Matthew Single",59.66658,-173.25825,405.140825255062
"141",1980,"St. Matthew Single",59.65417,-173.85425,713.878985856283
"142",1980,"St. Matthew Single",59.34017,-173.76975,265.02697312996
"143",1980,"St. Matthew Single",59.3305,-173.12325,196.008570630192
"144",1980,"St. Matthew Single",58.99275,-173.10675,96.1620995009025
"145",1980,"St. Matthew Single",60.02133,-171.95484,94.3562384774114
"146",1980,"St. Matthew Single",60.32025,-172.07984,2781.60755955538
"147",1980,"St. Matthew Single",60.661,-172.86959,971.765568143186
"148",1980,"St. Matthew Single",60.66383,-173.493,868.091949524538
"149",1980,"St. Matthew Single",60.66525,-174.16534,263.45534001839
"150",1980,"St. Matthew Single",59.99725,-175.23542,330.24683467094
"151",1980,"St. Matthew Single",60.016,-174.60517,1266.21158597074
"152",1980,"St. Matthew Single",60.33925,-174.685,98.004285315096
"153",1994,"St. Matthew MTCA",60.33175,-173.41759,429.914442367464
"154",1994,"St. Matthew Single",60.66859,-173.46484,524.543992621344
"155",1994,"St. Matthew Single",60.67133,-172.76433,950.1930668886
"156",1994,"St. Matthew MTCA",59.99359,-174.5905,68.7274855133678
"157",1994,"St. Matthew MTCA",59.65917,-174.45275,437.222483884848
"158",1994,"St. Matthew Single",59.30642,-174.48725,68.295993068902
"159",1994,"St. Matthew MTCA",60.33142,-172.05092,609.185639027375
"160",1994,"St. Matthew MTCA",60.1675,-172.33467,1882.3964308722
"161",1994,"St. Matthew MTCA",60.00292,-172.65875,770.24221657936
"162",1994,"St. Matthew MTCA",59.84259,-172.90684,658.26609940574
"163",1994,"St. Matthew MTCA",59.66667,-172.56442,78.7059732225197
"164",1994,"St. Matthew MTCA",59.50034,-172.8795,145.070867633602
"165",1994,"St. Matthew MTCA",59.33784,-173.79759,567.946001440143
"166",1994,"St. Matthew MTCA",59.48925,-173.51175,1615.17458749369
"167",1994,"St. Matthew MTCA",59.66,-173.8695,457.445306356049
"168",1994,"St. Matthew MTCA",59.8275,-174.22309,516.18643358951
"169",1994,"St. Matthew MTCA",59.99842,-173.9545,884.285318976113
"170",1994,"St. Matthew MTCA",60.12734,-173.74558,792.441079799862
"171",2004,"St. Matthew MTCA",60.33364,-172.06295,198.241981471479
"172",2004,"St. Matthew MTCA",59.9865,-172.60505,204.077579929482
"173",2004,"St. Matthew Single",60.67954,-173.4673,132.618764791842
"174",2004,"St. Matthew MTCA",60.00197,-173.95326,61.6398993202172
"175",2004,"St. Matthew MTCA",59.49905,-173.499,64.9259954545273
"176",2004,"St. Matthew MTCA",59.66341,-173.85485,63.6514932218025
"177",2004,"St. Matthew MTCA",59.83266,-173.58535,252.066687414777
"178",2004,"St. Matthew MTCA",60.12438,-173.77496,63.8462868095728
"179",2004,"St. Matthew MTCA",60.44501,-173.46255,2090.90324383343
"180",2011,"St. Matthew MTCA",59.50354,-173.49058,1505.56280373441
"181",2011,"St. Matthew MTCA",59.66458,-173.86953,450.981872248497
"182",2011,"St. Matthew MTCA",59.83808,-174.25024,817.925336040303
"183",2011,"St. Matthew MTCA",59.99358,-173.95188,808.811575590119
"184",2011,"St. Matthew MTCA",60.16561,-174.35217,439.875312412836
"185",2011,"St. Matthew MTCA",60.12566,-173.76866,73.8275257054454
"186",2011,"St. Matthew MTCA",60.33388,-173.42349,803.67968959574
"187",2011,"St. Matthew MTCA",60.17872,-173.02409,1890.85887930511
"188",2011,"St. Matthew MTCA",60.3324,-172.06321,654.87604946347
"189",2011,"St. Matthew MTCA",59.99979,-171.97314,71.9776418023307
"190",2011,"St. Matthew Single",59.33787,-171.83029,69.798513833521
"191",2011,"St. Matthew MTCA",59.49877,-172.8456,653.284338898059
"192",2011,"St. Matthew MTCA",59.6736,-173.25028,866.845953440279
"193",2011,"St. Matthew MTCA",59.83403,-173.56176,360.228999812489
"194",2011,"St. Matthew MTCA",60.00383,-173.26305,320.814843430699
"195",2011,"St. Matthew MTCA",59.82541,-172.89496,145.696563557858
"196",2011,"St. Matthew MTCA",60.16189,-172.3268,1050.45545111425
"197",2010,"St. Matthew Single",60.6653,-174.81792,69.5865202404698
"198",2010,"St. Matthew Single",60.99961,-174.18356,67.1452750470235
"199",2010,"St. Matthew Single",60.99451,-173.49159,64.5604171840062
"200",1980,"St. Matthew Single",60.31758,-174.06775,221.81340413058
"201",1980,"St. Matthew Single",59.99925,-173.90608,477.303313213979
"202",1980,"St. Matthew Single",60.00992,-173.28892,463.924654805673
"203",1980,"St. Matthew Single",60.32783,-173.37442,13105.8714982603
"204",1980,"St. Matthew Single",59.993,-172.61108,425.030669395228
"205",1983,"St. Matthew MTCA",60.34367,-172.04142,557.007418286871
"206",1983,"St. Matthew MTCA",60.16325,-172.24975,1944.69726893485
"207",1983,"St. Matthew MTCA",59.36059,-173.13734,232.569056107086
"208",1983,"St. Matthew MTCA",59.53959,-173.3995,234.141924237577
"209",1983,"St. Matthew MTCA",59.77009,-173.24767,1307.5977597321
"210",1983,"St. Matthew MTCA",59.86167,-173.554,299.01318486918
"211",1983,"St. Matthew MTCA",60.01908,-173.331,213.448675717531
"212",1983,"St. Matthew MTCA",60.19975,-173.61392,432.470817208914
"213",1983,"St. Matthew MTCA",60.345,-173.375,7454.40878929892
"214",1983,"St. Matthew Single",60.67884,-173.42192,1452.60171719787
"215",1983,"St. Matthew Single",61.00142,-173.487,81.2602966020404
"216",1983,"St. Matthew MTCA",59.68125,-174.4395,73.32470789595
"217",1983,"St. Matthew MTCA",59.99592,-174.59525,147.432447732648
"218",1983,"St. Matthew MTCA",60.32875,-174.70992,74.2451544756366
"219",1983,"St. Matthew Single",60.66034,-174.75217,78.1721409499157
"220",1994,"St. Matthew MTCA",60.16709,-174.33125,625.170467664699
"221",1994,"St. Matthew MTCA",60.32375,-174.09409,459.292867502552
"222",1994,"St. Matthew Single",60.6525,-175.41858,68.7767619329462
"223",1994,"St. Matthew Single",60.33142,-175.38084,68.3803568492364
"224",1994,"St. Matthew Single",61.0205,-174.18542,117.038162172078
"225",1995,"St. Matthew MTCA",60.34421,-172.05582,827.73126874296
"226",1995,"St. Matthew MTCA",59.3467,-173.15156,133.535638166076
"227",1995,"St. Matthew MTCA",59.65995,-173.21884,515.809044944717
"228",1995,"St. Matthew MTCA",59.82664,-172.9305,127.244938830838
"229",1995,"St. Matthew Single",60.6589,-173.46737,209.885273086877
"230",1995,"St. Matthew Single",60.6724,-174.1109,124.712806919254
"231",1995,"St. Matthew Single",60.67724,-174.79326,61.4622819299708
"232",1995,"St. Matthew Single",60.67317,-175.45185,59.1040661026009
"233",1995,"St. Matthew MTCA",60.34644,-174.7294,201.658395419335
"234",1995,"St. Matthew MTCA",60.18242,-174.37662,209.610556230454
"235",1995,"St. Matthew MTCA",60.01303,-174.59758,260.959422890131
"236",1995,"St. Matthew MTCA",59.85202,-174.25357,504.124714725729
"237",1995,"St. Matthew Single",59.33238,-174.44322,85.2549965119594
"238",2010,"St. Matthew Single",60.67411,-173.46319,220.772278881184
"239",2010,"St. Matthew Single",60.6803,-172.79411,17076.4915291799
"240",2010,"St. Matthew Single",60.33246,-175.39281,76.4372044164607
"241",2010,"St. Matthew Single",59.9989,-175.24837,142.981556770998
"242",2010,"St. Matthew MTCA",59.995,-174.59497,283.379414369079
"243",2010,"St. Matthew MTCA",59.83377,-174.22529,70.9662579986637
"244",2010,"St. Matthew MTCA",59.99982,-173.95973,2670.21965632943
"245",2010,"St. Matthew MTCA",60.1739,-174.34983,1106.841756757
"246",2010,"St. Matthew MTCA",60.33058,-174.07532,63.9684216786623
"247",2010,"St. Matthew MTCA",60.29426,-173.38143,725.076426943254
"248",2010,"St. Matthew MTCA",60.12934,-173.76431,1071.78730063955
"249",2010,"St. Matthew MTCA",59.83077,-173.58089,272.604768374118
"250",2010,"St. Matthew MTCA",59.83173,-172.91776,139.011325211881
"251",2010,"St. Matthew MTCA",59.99815,-173.24361,170.680303721523
"252",2010,"St. Matthew MTCA",60.15715,-172.988,1823.08125237612
"253",2010,"St. Matthew MTCA",60.16153,-172.32524,2336.41731984041
"254",2010,"St. Matthew MTCA",59.988,-172.57871,69.6985701450645
"255",2010,"St. Matthew MTCA",59.83152,-172.27506,273.935668861785
"256",2010,"St. Matthew MTCA",59.6713,-172.55824,418.443589696511
"257",2010,"St. Matthew MTCA",59.50719,-172.90406,540.430619492983
"258",2010,"St. Matthew MTCA",59.66353,-173.25308,335.436477395938
"259",1984,"St. Matthew MTCA",59.99884,-171.97433,317.017401578913
"260",1984,"St. Matthew MTCA",60.1695,-172.28442,802.337607851705
"261",1984,"St. Matthew MTCA",60.33717,-172.07775,197.426063564197
"262",1984,"St. Matthew Single",60.99417,-173.49258,79.368989965517
"263",1984,"St. Matthew Single",60.67067,-174.11984,86.3542557996492
"264",1984,"St. Matthew Single",60.6695,-173.46334,320.020935298672
"265",1984,"St. Matthew MTCA",60.345,-173.4075,1362.01994214717
"266",1984,"St. Matthew MTCA",60.14892,-173.58725,238.879444032268
"267",1984,"St. Matthew MTCA",60.004,-173.29992,306.556853254386
"268",1984,"St. Matthew MTCA",59.82884,-173.5795,394.216817097221
"269",1984,"St. Matthew MTCA",59.66942,-173.22575,143.366648910672
"270",1984,"St. Matthew MTCA",59.50167,-173.493,302.031220799651
"271",1984,"St. Matthew MTCA",59.34508,-173.17492,350.07473593136
"272",1985,"St. Matthew Single",60.65992,-173.47433,143.580603436864
"273",1985,"St. Matthew MTCA",60.33375,-174.728,74.7992161710797
"274",1985,"St. Matthew MTCA",60.002,-174.613,77.3227472434677
"275",1985,"St. Matthew MTCA",59.32234,-173.15275,71.2585847240134
"276",1985,"St. Matthew MTCA",59.51175,-173.49392,71.3897147327065
"277",1985,"St. Matthew MTCA",59.66275,-173.24642,142.644773641245
"278",1985,"St. Matthew MTCA",59.82992,-173.58408,147.484599963258
"279",1985,"St. Matthew MTCA",59.99809,-173.30692,471.60468401426
"280",1995,"St. Matthew Single",59.01675,-174.39384,848.312981494813
"281",1995,"St. Matthew MTCA",60.01156,-171.96371,137.415629060374
"282",1995,"St. Matthew MTCA",60.30617,-173.39892,1817.21235174853
"283",1995,"St. Matthew MTCA",60.16009,-173.027,1988.38536318357
"284",1995,"St. Matthew MTCA",60.00442,-173.27084,1438.95880037495
"285",1995,"St. Matthew MTCA",59.66835,-174.44529,115.250107555124
"286",1995,"St. Matthew MTCA",59.33405,-172.50123,73.6595755408621
"287",1995,"St. Matthew MTCA",59.67358,-172.56634,104.531656279817
"288",1995,"St. Matthew MTCA",59.83909,-172.24115,67.8660764053364
"289",1995,"St. Matthew MTCA",60.00646,-172.63783,281.985188150817
"290",1995,"St. Matthew MTCA",60.16819,-172.32536,209.063312559633
"291",1995,"St. Matthew Single",60.67221,-172.78002,886.79094260472
"292",1995,"St. Matthew MTCA",60.3279,-174.05562,362.274893483682
"293",1995,"St. Matthew MTCA",60.12788,-173.74479,282.687181314367
"294",1995,"St. Matthew MTCA",60.00728,-173.94447,283.271802878289
"295",1995,"St. Matthew MTCA",59.83374,-173.57403,654.945132381334
"296",1995,"St. Matthew MTCA",59.66063,-173.8653,355.295343146412
"297",1995,"St. Matthew MTCA",59.50573,-173.48315,869.723591385883
"298",1995,"St. Matthew MTCA",59.33321,-173.79514,505.791250019498
"299",1995,"St. Matthew Single",58.99319,-173.70441,200.051116256528
"300",1995,"St. Matthew Single",59.00615,-174.99989,679.911932342829
"301",2010,"St. Matthew MTCA",59.50496,-173.52946,1055.13110630554
"302",2010,"St. Matthew MTCA",59.66751,-173.84999,2202.07197142248
"303",2010,"St. Matthew MTCA",59.66551,-174.4784,138.459027990103
"304",2010,"St. Matthew MTCA",59.33722,-173.80012,138.658620007835
"305",2010,"St. Matthew MTCA",59.33198,-173.17054,69.7611517801535
"306",2010,"St. Matthew MTCA",59.33328,-172.49443,145.2224292062
"307",2010,"St. Matthew Single",59.33459,-175.09661,317.823236044845
"308",2010,"St. Matthew MTCA",60.33939,-172.0657,219.51537298768
"309",2010,"St. Matthew Single",58.99771,-173.08992,202.698530463796
"310",2010,"St. Matthew Single",59.00231,-174.39045,66.2927879791425
"311",2010,"St. Matthew Single",59.01266,-175.00103,529.788132146794
"312",2009,"St. Matthew Single",61.00075,-174.88056,62.8611039949005
"313",2009,"St. Matthew MTCA",60.33617,-174.71295,63.2289237631255
"314",2009,"St. Matthew MTCA",60.33909,-174.0699,435.187856459926
